65,27866.0
65,48082.0
121,778.0
121,1288.0
121,5283.0
121,6188.0
121,8641.0
121,35836.0
121,36529.0
121,46970.0
121,52973.0
121,60756.0
121,68073.0
129,1359.0
129,2335.0
129,4247.0
129,4732.0
129,4878.0
129,5449.0
129,8528.0
129,8641.0
129,33880.0
129,52952.0
129,60756.0
129,80094.0
129,80350.0
129,80489.0
129,80846.0
129,80862.0
129,81537.0
133,4973.0
190,2011.0
208,72.0
208,27727.0
208,40819.0
279,916.0
279,8533.0
316,34405.0
318,260.0
320,1197.0
320,1396.0
320,2011.0
320,2012.0
320,2762.0
320,2959.0
320,3996.0
320,6016.0
342,32.0
342,318.0
342,608.0
342,750.0
342,1079.0
342,1136.0
342,1175.0
342,1193.0
342,1201.0
342,1252.0
342,1625.0
342,1653.0
342,1784.0
342,2571.0
342,3000.0
342,3359.0
342,3363.0
342,4848.0
342,4973.0
342,4978.0
342,4993.0
342,5282.0
342,5291.0
342,6016.0
342,6365.0
342,6539.0
342,6953.0
342,7090.0
342,8914.0
342,44191.0
342,47044.0
342,48774.0
342,51662.0
342,54372.0
342,55908.0
342,58559.0
342,63082.0
342,64614.0
342,70286.0
342,72167.0
342,73321.0
342,79357.0
342,83302.0
342,89118.0
342,90746.0
342,91077.0
342,96610.0
342,97752.0
342,99114.0
342,108190.0
348,608.0
348,1942.0
348,2359.0
348,8128.0
348,8207.0
348,8874.0
348,25850.0
348,42197.0
348,51255.0
348,55901.0
348,57669.0
348,59440.0
348,70293.0
348,71542.0
348,78574.0
348,80185.0
359,1175.0
359,1208.0
359,1502.0
359,1508.0
359,2087.0
359,2275.0
359,3030.0
359,3148.0
359,3660.0
359,3709.0
359,4978.0
359,5992.0
359,6286.0
359,6301.0
359,6708.0
359,7143.0
359,7442.0
359,7925.0
359,8367.0
359,8369.0
359,8862.0
359,8919.0
359,27432.0
359,27846.0
359,27904.0
359,33358.0
359,33592.0
359,33649.0
359,34271.0
359,34437.0
359,34542.0
359,36517.0
359,36529.0
359,36535.0
359,36537.0
359,37380.0
359,37386.0
359,37729.0
359,37853.0
359,37857.0
359,39414.0
359,39427.0
359,41285.0
359,41571.0
359,41997.0
359,42004.0
359,42418.0
359,42718.0
359,42725.0
359,42728.0
359,45062.0
359,45186.0
359,45442.0
359,45730.0
359,46322.0
359,46530.0
359,46967.0
359,48043.0
359,48304.0
359,48385.0
359,48516.0
359,48520.0
359,49272.0
359,49278.0
359,49347.0
359,49961.0
359,50068.0
359,50872.0
359,51255.0
359,51709.0
359,51935.0
359,52328.0
359,52460.0
359,52604.0
359,53318.0
359,53550.0
359,53894.0
359,54775.0
359,54999.0
359,55080.0
359,55830.0
359,55995.0
359,56775.0
359,60937.0
359,64957.0
359,68791.0
359,69526.0
359,69529.0
359,69640.0
370,471.0
370,1658.0
370,3988.0
370,5303.0
370,6975.0
370,27592.0
370,32460.0
370,48780.0
370,68157.0
370,69122.0
370,70208.0
370,71668.0
370,74458.0
370,74530.0
370,78467.0
370,79132.0
370,79702.0
370,80166.0
370,82461.0
370,85510.0
370,86293.0
370,87529.0
370,89492.0
370,92420.0
